seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr7	92861182	92861316	135	*	X23698	55610	92861653	92990435	128783	+	336	upstream	336	VPS50
chr7	94284973	94285332	360	*	X23699	23089	94285637	94299006	13370	+	304	upstream	304	PEG10
chr7	94284973	94285332	360	*	X23699	8910	94214536	94285521	70986	-	0	inside	188	SGCE
chr7	94285350	94285536	187	*	X23700	23089	94285637	94299006	13370	+	100	upstream	100	PEG10
chr7	94285350	94285536	187	*	X23700	8910	94214536	94285521	70986	-	0	overlapStart	0	SGCE
chr7	94287058	94287162	105	*	X23701	8910	94214536	94285521	70986	-	1536	upstream	1536	SGCE
chr7	94536509	94536643	135	*	X23703	55607	94536949	94925727	388779	+	305	upstream	305	PPP1R9A
chr7	95064004	95064123	120	*	X23706	5445	95034174	95064384	30211	-	0	inside	260	PON2
chr7	95226105	95226239	135	*	X23709	5166	95212809	95225925	13117	-	179	upstream	179	PDK4
chr7	95402065	95402184	120	*	X23710	1780	95401818	95727736	325919	+	0	inside	246	DYNC1I1
chr7	96634940	96635029	90	*	X23715	1750	96635290	96640352	5063	+	260	upstream	260	DLX6
chr7	96654254	96654401	148	*	X23722	1749	96649702	96654143	4442	-	110	upstream	110	DLX5
chr7	97840645	97840671	27	*	X23727	168620	97841568	97842271	704	+	896	upstream	896	BHLHA15
chr7	97840872	97841006	135	*	X23728	168620	97841568	97842271	704	+	561	upstream	561	BHLHA15
chr7	97841292	97841400	109	*	X23729	168620	97841568	97842271	704	+	167	upstream	167	BHLHA15
chr7	97881315	97881419	105	*	X23731	25851	97844755	97881563	36809	-	0	inside	143	TECPR1
chr7	97909838	97909942	105	*	X23732	25798	97910979	97922275	11297	+	1036	upstream	1036	BRI3
chr7	97910997	97911032	36	*	X23733	25798	97910979	97922275	11297	+	0	inside	17	BRI3
chr7	97910718	97910834	117	*	X23734	25798	97910979	97922275	11297	+	144	upstream	144	BRI3
chr7	97911143	97911247	105	*	X23735	25798	97910979	97922275	11297	+	0	inside	163	BRI3
chr7	98030412	98030459	48	*	X23743	55971	97920962	98030427	109466	-	0	overlapStart	0	BAIAP2L1
chr7	98030599	98030696	98	*	X23744	55971	97920962	98030427	109466	-	171	upstream	171	BAIAP2L1
chr7	98475320	98475441	122	*	X23745	8295	98476113	98610866	134754	+	671	upstream	671	TRRAP
chr7	98475844	98475948	105	*	X23746	8295	98476113	98610866	134754	+	164	upstream	164	TRRAP
chr7	98477212	98477286	75	*	X23748	100500819	98479273	98479352	80	+	1986	upstream	1986	MIR3609
chr7	98741567	98741701	135	*	X23750	57154	98625058	98741743	116686	-	0	inside	41	SMURF1
chr7	98970943	98971061	119	*	X23751	10095	98972298	98992404	20107	+	1236	upstream	1236	ARPC1B
chr7	98972458	98972836	379	*	X23752	10095	98972298	98992404	20107	+	0	inside	159	ARPC1B
chr7	99007371	99007490	120	*	X23753	11333	98992298	99006305	14008	-	1065	upstream	1065	PDAP1
chr7	99035810	99035914	105	*	X23754	10898	99036563	99054996	18434	+	648	upstream	648	CPSF4
chr7	99036035	99036169	135	*	X23755	10898	99036563	99054996	18434	+	393	upstream	393	CPSF4
chr7	99036035	99036169	135	*	X23755	26024	99014362	99036462	22101	-	0	inside	292	PTCD1
chr7	99036805	99036909	105	*	X23756	10898	99036563	99054996	18434	+	0	inside	241	CPSF4
chr7	99036805	99036909	105	*	X23756	26024	99014362	99036462	22101	-	342	upstream	342	PTCD1
chr7	99070307	99070456	150	*	X23757	285989	99070515	99085217	14703	+	58	upstream	58	ZNF789
chr7	99070682	99070801	120	*	X23758	285989	99070515	99085217	14703	+	0	inside	166	ZNF789
chr7	99102472	99102591	120	*	X23759	23660	99102273	99131445	29173	+	0	inside	198	ZKSCAN5
chr7	99613353	99613487	135	*	X23764	7586	99613219	99635403	22185	+	0	inside	133	ZKSCAN1
chr7	99697932	99698126	195	*	X23768	9179	99699130	99707942	8813	+	1003	upstream	1003	AP4M1
chr7	99698547	99698666	120	*	X23769	9179	99699130	99707942	8813	+	463	upstream	463	AP4M1
chr7	99699402	99699521	120	*	X23770	9179	99699130	99707942	8813	+	0	inside	271	AP4M1
chr7	99699402	99699521	120	*	X23770	4176	99690404	99699427	9024	-	0	overlapStart	0	MCM7
chr7	99716839	99716928	90	*	X23771	245812	99717265	99723128	5864	+	336	upstream	336	CNPY4
chr7	99746744	99747103	360	*	X23773	389541	99746530	99751833	5304	+	0	inside	213	LAMTOR4
chr7	99755581	99755805	225	*	X23774	100616439	99754228	99754292	65	-	1288	upstream	1288	MIR4658
chr7	99766139	99766243	105	*	X23776	79690	99756865	99766373	9509	-	0	inside	129	GAL3ST4
chr7	99774309	99774363	55	*	X23780	10734	99775538	99812010	36473	+	1174	upstream	1174	STAG3
chr7	99774409	99774643	235	*	X23781	10734	99775538	99812010	36473	+	894	upstream	894	STAG3
chr7	99775024	99775129	106	*	X23782	10734	99775538	99812010	36473	+	408	upstream	408	STAG3
chr7	99775024	99775129	106	*	X23782	221914	99767229	99774990	7762	-	33	upstream	33	GPC2
chr7	99870255	99870374	120	*	X23786	352954	99798278	99869855	71578	-	399	upstream	399	CASTOR3
chr7	100027184	100027318	135	*	X23787	55063	99998495	100026431	27937	-	752	upstream	752	ZCWPW1
chr7	100027559	100027648	90	*	X23788	55063	99998495	100026431	27937	-	1127	upstream	1127	ZCWPW1
chr7	100028084	100028218	135	*	X23789	55063	99998495	100026431	27937	-	1652	upstream	1652	ZCWPW1
chr7	100034009	100034188	180	*	X23791	221908	100032912	100034094	1183	-	0	overlapStart	0	PPP1R35
chr7	100081439	100081558	120	*	X23797	222950	100081550	100092424	10875	+	0	overlapStart	0	NYAP1
chr7	100081649	100082051	403	*	X23798	222950	100081550	100092424	10875	+	0	inside	98	NYAP1
chr7	100136930	100137124	195	*	X23802	3268	100136834	100165843	29010	+	0	inside	95	AGFG2
chr7	100182150	100182344	195	*	X23812	26261	100183956	100198740	14785	+	1611	upstream	1611	FBXO24
chr7	100182475	100182564	90	*	X23813	26261	100183956	100198740	14785	+	1391	upstream	1391	FBXO24
chr7	100183020	100183169	150	*	X23814	26261	100183956	100198740	14785	+	786	upstream	786	FBXO24
chr7	100183395	100183514	120	*	X23815	26261	100183956	100198740	14785	+	441	upstream	441	FBXO24
chr7	100183395	100183514	120	*	X23815	4034	100171634	100183776	12143	-	0	inside	261	LRCH4
chr7	100184460	100184669	210	*	X23816	4034	100171634	100183776	12143	-	683	upstream	683	LRCH4
chr7	100184830	100184934	105	*	X23817	4034	100171634	100183776	12143	-	1053	upstream	1053	LRCH4
chr7	100199700	100199983	284	*	X23818	5118	100199882	100205798	5917	+	0	overlapStart	0	PCOLCE
chr7	100240172	100240276	105	*	X23824	7036	100218039	100240402	22364	-	0	inside	125	TFR2
chr7	100240307	100240561	255	*	X23825	7036	100218039	100240402	22364	-	0	overlapStart	0	TFR2
chr7	100240592	100240711	120	*	X23826	7036	100218039	100240402	22364	-	189	upstream	189	TFR2
chr7	100271412	100271591	180	*	X23827	2783	100271363	100276792	5430	+	0	inside	48	GNB2
chr7	100303970	100304104	135	*	X23833	10248	100303676	100305123	1448	+	0	inside	293	POP7
chr7	100318095	100318334	240	*	X23834	2056	100318423	100321323	2901	+	88	upstream	88	EPO
chr7	100318545	100318679	135	*	X23835	2056	100318423	100321323	2901	+	0	inside	121	EPO
chr7	100425053	100425262	210	*	X23842	2050	100400187	100425143	24957	-	0	overlapStart	0	EPHB4
chr7	100425323	100425427	105	*	X23843	2050	100400187	100425143	24957	-	179	upstream	179	EPHB4
chr7	100426378	100426452	75	*	X23844	2050	100400187	100425143	24957	-	1234	upstream	1234	EPHB4
chr7	100450298	100450417	120	*	X23846	56996	100450341	100464634	14294	+	0	overlapStart	0	SLC12A9
chr7	100472931	100473110	180	*	X23848	51593	100472701	100486285	13585	+	0	inside	229	SRRT
chr7	100487292	100487370	79	*	X23850	402682	100486344	100487339	996	-	0	overlapStart	0	UFSP1
chr7	100487706	100487810	105	*	X23851	402682	100486344	100487339	996	-	366	upstream	366	UFSP1
chr7	100488006	100488125	120	*	X23852	402682	100486344	100487339	996	-	666	upstream	666	UFSP1
chr7	100488201	100488305	105	*	X23853	402682	100486344	100487339	996	-	861	upstream	861	UFSP1
chr7	100488621	100488651	31	*	X23854	402682	100486344	100487339	996	-	1281	upstream	1281	UFSP1
chr7	100494329	100494448	120	*	X23858	43	100487615	100494539	6925	-	0	inside	90	ACHE
chr7	100494929	100495036	108	*	X23859	43	100487615	100494539	6925	-	389	upstream	389	ACHE
chr7	100728627	100728761	135	*	X23862	81844	100728786	100735010	6225	+	24	upstream	24	TRIM56
chr7	100728837	100729016	180	*	X23863	81844	100728786	100735010	6225	+	0	inside	50	TRIM56
chr7	100797813	100798322	510	*	X23866	1174	100797686	100804557	6872	+	0	inside	126	AP1S1
chr7	100823188	100823300	113	*	X23872	375607	100813774	100823557	9784	-	0	inside	256	NAT16
chr7	100823759	100823834	76	*	X23873	375607	100813774	100823557	9784	-	201	upstream	201	NAT16
chr7	100859849	100859968	120	*	X23875	10467	100860985	100867471	6487	+	1016	upstream	1016	ZNHIT1
chr7	100860773	100861072	300	*	X23876	10467	100860985	100867471	6487	+	0	overlapStart	0	ZNHIT1
chr7	100860773	100861072	300	*	X23876	8985	100849258	100861011	11754	-	0	overlapStart	0	PLOD3
chr7	100964802	100964936	135	*	X23881	64792	100956648	100965093	8446	-	0	inside	156	IFT22
chr7	101459013	101459117	105	*	X23888	1523	101459184	101927250	468067	+	66	upstream	66	CUX1
chr7	102073410	102073544	135	*	X23897	80228	102073977	102097268	23292	+	432	upstream	432	ORAI2
chr7	102074150	102074269	120	*	X23898	80228	102073977	102097268	23292	+	0	inside	172	ORAI2
chr7	102104422	102104526	105	*	X23902	222229	102105390	102113612	8223	+	863	upstream	863	LRWD1
chr7	102104422	102104526	105	*	X23902	100847073	102106189	102106273	85	+	1662	upstream	1662	MIR5090
chr7	102104872	102104976	105	*	X23903	222229	102105390	102113612	8223	+	413	upstream	413	LRWD1
chr7	102104872	102104976	105	*	X23903	100847073	102106189	102106273	85	+	1212	upstream	1212	MIR5090
chr7	102212910	102213014	105	*	X23904	548644	102178366	102213068	34703	-	0	inside	53	POLR2J3
chr7	102715834	102715983	150	*	X23905	222235	102453308	102715288	261981	-	545	upstream	545	FBXL13
chr7	102920730	102921089	360	*	X23906	349152	102815462	102920913	105452	-	0	overlapStart	0	DPY19L2P2
chr7	102984972	102985061	90	*	X23907	27000	102952921	102985320	32400	-	0	inside	258	DNAJC2
chr7	103086461	103086520	60	*	X23909	375611	102993177	103086624	93448	-	0	inside	103	SLC26A5
chr7	103086594	103086728	135	*	X23910	375611	102993177	103086624	93448	-	0	overlapStart	0	SLC26A5
chr7	103630571	103630705	135	*	X23911	5649	103112231	103629963	517733	-	607	upstream	607	RELN
chr7	103631096	103631200	105	*	X23912	5649	103112231	103629963	517733	-	1132	upstream	1132	RELN
chr7	103848679	103848768	90	*	X23913	5001	103766788	103848495	81708	-	183	upstream	183	ORC5
chr7	105162412	105162486	75	*	X23916	54517	105096960	105162685	65726	-	0	inside	198	PUS7
chr7	105162657	105162731	75	*	X23917	54517	105096960	105162685	65726	-	0	overlapStart	0	PUS7
chr7	105162780	105162791	12	*	X23918	54517	105096960	105162685	65726	-	94	upstream	94	PUS7
chr7	105163342	105163431	90	*	X23919	54517	105096960	105162685	65726	-	656	upstream	656	PUS7
chr7	105516091	105516100	10	*	X23920	222256	105517267	105676877	159611	+	1166	upstream	1166	CDHR3
chr7	105517018	105517115	98	*	X23921	222256	105517267	105676877	159611	+	151	upstream	151	CDHR3
chr7	105517018	105517115	98	*	X23921	222255	105245221	105517031	271811	-	0	overlapStart	0	ATXN7L1
chr7	105517214	105517407	194	*	X23922	222256	105517267	105676877	159611	+	0	overlapStart	0	CDHR3
chr7	105517214	105517407	194	*	X23922	222255	105245221	105517031	271811	-	182	upstream	182	ATXN7L1
chr7	105517421	105517600	180	*	X23923	222256	105517267	105676877	159611	+	0	inside	153	CDHR3
chr7	105517421	105517600	180	*	X23923	222255	105245221	105517031	271811	-	389	upstream	389	ATXN7L1
chr7	105752768	105752977	210	*	X23925	6856	105730814	105753093	22280	-	0	inside	115	SYPL1
chr7	105925448	105925567	120	*	X23928	10135	105888732	105925638	36907	-	0	inside	70	NAMPT
chr7	105925763	105925897	135	*	X23929	10135	105888732	105925638	36907	-	124	upstream	124	NAMPT
chr7	106808421	106808525	105	*	X23932	26959	106809406	106842974	33569	+	880	upstream	880	HBP1
chr7	106808961	106809035	75	*	X23933	26959	106809406	106842974	33569	+	370	upstream	370	HBP1
chr7	106809398	106809502	105	*	X23934	26959	106809406	106842974	33569	+	0	overlapStart	0	HBP1
chr7	106809638	106810162	525	*	X23935	26959	106809406	106842974	33569	+	0	inside	231	HBP1
chr7	107203968	107204072	105	*	X23937	11062	107204402	107218968	14567	+	329	upstream	329	DUS4L
chr7	107204323	107204457	135	*	X23938	11062	107204402	107218968	14567	+	0	overlapStart	0	DUS4L
chr7	107302827	107302931	105	*	X23939	286002	107296961	107302243	5283	-	583	upstream	583	SLC26A4-AS1
chr7	108096723	108096962	240	*	X23943	4897	107788071	108096841	308771	-	0	overlapStart	0	NRCAM
chr7	108097164	108097253	90	*	X23944	4897	107788071	108096841	308771	-	322	upstream	322	NRCAM
chr7	111202298	111202537	240	*	X23946	83943	110303106	111202573	899468	-	0	inside	35	IMMP2L
chr7	111845266	111845400	135	*	X23950	11179	111846643	111983989	137347	+	1242	upstream	1242	ZNF277
chr7	111846679	111846765	87	*	X23951	11179	111846643	111983989	137347	+	0	inside	35	ZNF277
chr7	111846679	111846765	87	*	X23951	9732	111366164	111846462	480299	-	216	upstream	216	DOCK4
chr7	111847621	111847740	120	*	X23952	9732	111366164	111846462	480299	-	1158	upstream	1158	DOCK4
chr7	112430432	112430536	105	*	X23956	64418	112405787	112430478	24692	-	0	overlapStart	0	TMEM168
chr7	112431767	112431886	120	*	X23957	64418	112405787	112430478	24692	-	1288	upstream	1288	TMEM168
chr7	112579419	112579658	240	*	X23958	154743	112459202	112579932	120731	-	0	inside	273	BMT2
chr7	112579866	112579940	75	*	X23959	154743	112459202	112579932	120731	-	0	overlapStart	0	BMT2
chr7	112580105	112580176	72	*	X23960	154743	112459202	112579932	120731	-	172	upstream	172	BMT2
chr7	113726112	113726216	105	*	X23963	93986	113726365	114333827	607463	+	148	upstream	148	FOXP2
chr7	113726382	113726424	43	*	X23964	93986	113726365	114333827	607463	+	0	inside	16	FOXP2
chr7	114562080	114562184	105	*	X23966	29969	114562209	114659970	97762	+	24	upstream	24	MDFIC
chr7	116312085	116312309	225	*	X23972	4233	116312459	116438440	125982	+	149	upstream	149	MET
chr7	116312385	116312459	75	*	X23973	4233	116312459	116438440	125982	+	0	overlapStart	0	MET
chr7	116593681	116593815	135	*	X23975	338069	116593953	116599867	5915	+	137	upstream	137	ST7-OT4
chr7	120591036	120591155	120	*	X23979	54556	120590817	120615711	24895	+	0	inside	218	ING3
chr7	121036059	121036178	120	*	X23980	10447	120988905	121036422	47518	-	0	inside	243	FAM3C
chr7	121513003	121513137	135	*	X23981	5803	121513159	121702090	188932	+	21	upstream	21	PTPRZ1
chr7	121944863	121945027	165	*	X23984	389549	121941448	121944565	3118	-	297	upstream	297	FEZF1
chr7	121945232	121945381	150	*	X23985	389549	121941448	121944565	3118	-	666	upstream	666	FEZF1
chr7	121945583	121945657	75	*	X23986	389549	121941448	121944565	3118	-	1017	upstream	1017	FEZF1
chr7	122526592	122526711	120	*	X23987	93664	121958478	122526813	568336	-	0	inside	101	CADPS2
chr7	123174697	123174730	34	*	X23988	154865	123092236	123174718	82483	-	0	overlapStart	0	IQUB
chr7	123174779	123175341	563	*	X23989	154865	123092236	123174718	82483	-	60	upstream	60	IQUB
chr7	127032892	127033056	165	*	X23994	168850	127010354	127032767	22414	-	124	upstream	124	ZNF800
chr7	127033117	127033236	120	*	X23995	168850	127010354	127032767	22414	-	349	upstream	349	ZNF800
chr7	127033972	127034061	90	*	X23996	168850	127010354	127032767	22414	-	1204	upstream	1204	ZNF800
chr7	127228361	127228524	164	*	X23997	381	127228406	127231759	3354	+	0	overlapStart	0	ARF5
chr7	128001693	128001842	150	*	X24004	401399	127990379	128001739	11361	-	0	overlapStart	0	PRRT4
chr7	128430963	128431142	180	*	X24012	64753	128431464	128462187	30724	+	321	upstream	321	CCDC136
chr7	128431391	128431510	120	*	X24013	64753	128431464	128462187	30724	+	0	overlapStart	0	CCDC136
chr7	128431541	128431645	105	*	X24014	64753	128431464	128462187	30724	+	0	inside	76	CCDC136
chr7	128502845	128502979	135	*	X24017	9296	128502857	128505903	3047	+	0	overlapStart	0	ATP6V1F
chr7	128577899	128578033	135	*	X24019	3663	128577769	128590088	12320	+	0	inside	129	IRF5
chr7	128828664	128828768	105	*	X24026	6608	128828713	128853385	24673	+	0	overlapStart	0	SMO
chr7	128864359	128864448	90	*	X24030	23382	128864855	129070052	205198	+	406	upstream	406	AHCYL2
chr7	128864725	128864919	195	*	X24031	23382	128864855	129070052	205198	+	0	overlapStart	0	AHCYL2
chr7	129073530	129073702	173	*	X24033	57464	129074274	129128239	53966	+	571	upstream	571	STRIP2
chr7	129141792	129141926	135	*	X24035	100287482	129142320	129152773	10454	+	393	upstream	393	SMKR1
chr7	129142017	129142151	135	*	X24036	100287482	129142320	129152773	10454	+	168	upstream	168	SMKR1
chr7	129250731	129250925	195	*	X24037	4899	129251555	129396922	145368	+	629	upstream	629	NRF1
chr7	129592846	129592871	26	*	X24048	7328	129470573	129592800	122228	-	45	upstream	45	UBE2H
chr7	129710567	129710641	75	*	X24050	23008	129710349	129775560	65212	+	0	inside	217	KLHDC10
chr7	130019708	130019744	37	*	X24053	1357	130020290	130027949	7660	+	545	upstream	545	CPA1
chr7	130081087	130081236	150	*	X24055	95681	130033612	130081051	47440	-	35	upstream	35	CEP41
chr7	130353256	130353390	135	*	X24056	26958	130146080	130353598	207519	-	0	inside	207	COPG2
chr7	130418977	130419019	43	*	X24057	136259	130417396	130418888	1493	-	88	upstream	88	KLF14
chr7	130419125	130419229	105	*	X24058	136259	130417396	130418888	1493	-	236	upstream	236	KLF14
chr7	132937941	132938120	180	*	X24067	60412	132937823	133750513	812691	+	0	inside	117	EXOC4
chr7	133811616	133811629	14	*	X24068	136332	133812105	133948933	136829	+	475	upstream	475	LRGUK
chr7	133812358	133812582	225	*	X24069	136332	133812105	133948933	136829	+	0	inside	252	LRGUK
chr7	134330638	134330742	105	*	X24070	669	134331531	134364567	33037	+	788	upstream	788	BPGM
chr7	134832397	134832471	75	*	X24073	55281	134832766	134850967	18202	+	294	upstream	294	TMEM140
chr7	134896337	134896456	120	*	X24075	29062	134868590	134896316	27727	-	20	upstream	20	WDR91
chr7	135194512	135194616	105	*	X24077	4850	135046547	135194875	148329	-	0	inside	258	CNOT4
chr7	135194872	135194891	20	*	X24078	4850	135046547	135194875	148329	-	0	overlapStart	0	CNOT4
chr7	135194965	135194991	27	*	X24079	4850	135046547	135194875	148329	-	89	upstream	89	CNOT4
chr7	135241983	135242117	135	*	X24080	23165	135242662	135333499	90838	+	544	upstream	544	NUP205
chr7	135242768	135242902	135	*	X24081	23165	135242662	135333499	90838	+	0	inside	105	NUP205
chr7	135347168	135347332	165	*	X24082	647087	135347221	135378162	30942	+	0	overlapStart	0	STMP1
chr7	135662251	135662370	120	*	X24085	767558	135611503	135662204	50702	-	46	upstream	46	LUZP6
chr7	135662402	135662536	135	*	X24086	767558	135611503	135662204	50702	-	197	upstream	197	LUZP6
chr7	138144192	138144232	41	*	X24089	8805	138145079	138270332	125254	+	846	upstream	846	TRIM24
chr7	138144953	138145072	120	*	X24090	8805	138145079	138270332	125254	+	6	upstream	6	TRIM24
chr7	138794472	138794591	120	*	X24095	56829	138728266	138794465	66200	-	6	upstream	6	ZC3HAV1
chr7	139208305	139208406	102	*	X24100	154790	139208674	139229731	21058	+	267	upstream	267	CLEC2L
chr7	139477569	139477748	180	*	X24101	6916	139478047	139720125	242079	+	298	upstream	298	TBXAS1
chr7	139477569	139477748	180	*	X24101	28996	139246316	139477693	231378	-	0	overlapStart	0	HIPK2
chr7	139477809	139478093	285	*	X24102	6916	139478047	139720125	242079	+	0	overlapStart	0	TBXAS1
chr7	139477809	139478093	285	*	X24102	28996	139246316	139477693	231378	-	115	upstream	115	HIPK2
chr7	139875135	139875269	135	*	X24106	100134229	139877061	139879440	2380	+	1791	upstream	1791	KDM7A-DT
chr7	140097945	140098169	225	*	X24113	84255	140033552	140098311	64760	-	0	inside	141	SLC37A3
chr7	140372514	140372693	180	*	X24120	90956	140372953	140395745	22793	+	259	upstream	259	ADCK2
chr7	140396640	140396759	120	*	X24121	4708	140396481	140406446	9966	+	0	inside	158	NDUFB2
chr7	140396640	140396759	120	*	X24121	100134713	140395136	140396877	1742	-	0	inside	117	NDUFB2-AS1
chr7	140624591	140624680	90	*	X24124	673	140433813	140624564	190752	-	26	upstream	26	BRAF
chr7	140624711	140624830	120	*	X24125	673	140433813	140624564	190752	-	146	upstream	146	BRAF
chr7	140773792	140773911	120	*	X24127	100507421	140774032	141180179	406148	+	120	upstream	120	TMEM178B
chr7	141401521	141401670	150	*	X24131	57189	141356528	141401953	45426	-	0	inside	282	DENND11
chr7	142552176	142552280	105	*	X24132	2051	142552792	142568847	16056	+	511	upstream	511	EPHB6
chr7	142960321	142960440	120	*	X24133	373156	142960522	142966222	5701	+	81	upstream	81	GSTK1
chr7	142981846	142982070	225	*	X24135	135932	142982040	142985141	3102	+	0	overlapStart	0	TMEM139
chr7	142982086	142982205	120	*	X24136	135932	142982040	142985141	3102	+	0	inside	45	TMEM139
chr7	143105761	143106060	300	*	X24142	2041	143088205	143105985	17781	-	0	overlapStart	0	EPHA1
chr7	143598910	143599044	135	*	X24146	9747	143548461	143599278	50818	-	0	inside	233	TCAF1
chr7	143599267	143599302	36	*	X24147	9747	143548461	143599278	50818	-	0	overlapStart	0	TCAF1
chr7	148581797	148581931	135	*	X24156	2146	148504464	148581441	76978	-	355	upstream	355	EZH2
chr7	148726021	148726086	66	*	X24159	9601	148700154	148725782	25629	-	238	upstream	238	PDIA4
chr7	148823847	148823981	135	*	X24161	155054	148799878	148823438	23561	-	408	upstream	408	ZNF425
chr7	149194880	149194910	31	*	X24165	155061	149169884	149194898	25015	-	0	overlapStart	0	ZNF746
chr7	149194974	149194984	11	*	X24166	155061	149169884	149194898	25015	-	75	upstream	75	ZNF746
chr7	149321666	149321785	120	*	X24168	79970	149244245	149321881	77637	-	0	inside	95	ZNF767P
chr7	149411750	149411854	105	*	X24170	84626	149412102	149431664	19563	+	247	upstream	247	KRBA1
chr7	149470062	149470083	22	*	X24175	168544	149461271	149470295	9025	-	0	inside	211	ZNF467
chr7	149470535	149470954	420	*	X24176	168544	149461271	149470295	9025	-	239	upstream	239	ZNF467
chr7	150021788	150021937	150	*	X24179	653857	149944301	150020758	76458	-	1029	upstream	1029	ACTR3C
chr7	150038543	150038887	345	*	X24183	5919	150035407	150038763	3357	-	0	overlapStart	0	RARRES2
chr7	150675533	150675543	11	*	X24189	3757	150642044	150675402	33359	-	130	upstream	130	KCNH2
chr7	150675649	150675738	90	*	X24190	3757	150642044	150675402	33359	-	246	upstream	246	KCNH2
chr7	150725504	150725608	105	*	X24199	11194	150725510	150744869	19360	+	0	overlapStart	0	ABCB8
chr7	150754024	150754143	120	*	X24200	6522	150755299	150773614	18316	+	1155	upstream	1155	SLC4A2
chr7	150754574	150754693	120	*	X24201	6522	150755299	150773614	18316	+	605	upstream	605	SLC4A2
chr7	150756749	150757188	440	*	X24202	1020	150750899	150755052	4154	-	1696	upstream	1696	CDK5
chr7	150864823	150865017	195	*	X24214	2636	150845676	150864867	19192	-	0	overlapStart	0	GBX1
chr7	150923908	150924147	240	*	X24215	10061	150904923	150924317	19395	-	0	inside	169	ABCF2
chr7	150924758	150924862	105	*	X24216	10061	150904923	150924317	19395	-	440	upstream	440	ABCF2
chr7	150929273	150929392	120	*	X24217	54480	150929575	150935905	6331	+	182	upstream	182	CHPF2
chr7	150929593	150929757	165	*	X24218	54480	150929575	150935905	6331	+	0	inside	17	CHPF2
chr7	151106204	151106315	112	*	X24222	100131176	151106322	151110132	3811	+	6	upstream	6	WDR86-AS1
chr7	151217084	151217140	57	*	X24225	6009	151163098	151217010	53913	-	73	upstream	73	RHEB
chr7	151217177	151217458	282	*	X24226	6009	151163098	151217010	53913	-	166	upstream	166	RHEB
chr7	151573051	151573335	285	*	X24227	100505483	151574127	151576308	2182	+	791	upstream	791	PRKAG2-AS1
chr7	151574716	151574804	89	*	X24228	51422	151253201	151574316	321116	-	399	upstream	399	PRKAG2
chr7	152132075	152132164	90	*	X24229	220832	152133980	152140100	6121	+	1815	upstream	1815	FABP5P3
chr7	152133095	152133155	61	*	X24230	220832	152133980	152140100	6121	+	824	upstream	824	FABP5P3
chr7	152133095	152133155	61	*	X24230	58508	151832010	152133090	301081	-	4	upstream	4	KMT2C
chr7	152133299	152133394	96	*	X24231	220832	152133980	152140100	6121	+	585	upstream	585	FABP5P3
chr7	152133299	152133394	96	*	X24231	58508	151832010	152133090	301081	-	208	upstream	208	KMT2C
chr7	152133576	152133671	96	*	X24232	220832	152133980	152140100	6121	+	308	upstream	308	FABP5P3
chr7	152133576	152133671	96	*	X24232	58508	151832010	152133090	301081	-	485	upstream	485	KMT2C
chr7	152160358	152160462	105	*	X24233	100128822	152161209	152162630	1422	+	746	upstream	746	LINC01003
chr7	152160793	152160839	47	*	X24234	100128822	152161209	152162630	1422	+	369	upstream	369	LINC01003
chr7	152161074	152161332	259	*	X24235	100128822	152161209	152162630	1422	+	0	overlapStart	0	LINC01003
chr7	152456717	152456866	150	*	X24237	57180	152456834	152552464	95631	+	0	overlapStart	0	ACTR3B
chr7	152456973	152457062	90	*	X24238	57180	152456834	152552464	95631	+	0	inside	138	ACTR3B
chr7	154794626	154794759	134	*	X24241	202781	154795143	154797413	2271	+	383	upstream	383	PAXIP1-DT
chr7	154794626	154794759	134	*	X24241	22976	154735400	154794682	59283	-	0	overlapStart	0	PAXIP1
chr7	154795121	154795255	135	*	X24242	202781	154795143	154797413	2271	+	0	overlapStart	0	PAXIP1-DT
chr7	154795121	154795255	135	*	X24242	22976	154735400	154794682	59283	-	438	upstream	438	PAXIP1
chr7	156685366	156685665	300	*	X24251	64327	156473570	156685902	212333	-	0	inside	236	LMBR1
chr7	156685876	156685896	21	*	X24252	64327	156473570	156685902	212333	-	0	inside	5	LMBR1
chr7	156685968	156685995	28	*	X24253	64327	156473570	156685902	212333	-	65	upstream	65	LMBR1
chr7	156931171	156931305	135	*	X24257	9690	156931655	157062066	130412	+	349	upstream	349	UBE3C
chr7	157129995	157130264	270	*	X24264	10049	157129710	157210133	80424	+	0	inside	284	DNAJB6
chr7	158379655	158380239	585	*	X24266	5799	157331750	158380482	1048733	-	0	inside	242	PTPRN2
chr7	158497257	158497496	240	*	X24267	54892	158424003	158497520	73518	-	0	inside	23	NCAPG2
chr8	182193	182297	105	*	X24273	169270	182200	197339	15140	+	0	overlapStart	0	ZNF596
chr8	182193	182297	105	*	X24273	644128	158345	182318	23974	-	0	inside	20	RPL23AP53
chr8	182654	182773	120	*	X24274	644128	158345	182318	23974	-	335	upstream	335	RPL23AP53
chr8	495775	495879	105	*	X24281	157695	439790	495781	55992	-	0	overlapStart	0	TDRP
chr8	496345	496434	90	*	X24282	157695	439790	495781	55992	-	563	upstream	563	TDRP
chr8	680959	681138	180	*	X24284	157697	614200	681226	67027	-	0	inside	87	ERICH1
